,,Status Id,,Campus Pref,,,,Discpline Pref.,,,,Matriculation,,,,Intermediate,,,,,,NU Test Marks,,SAT I ,,SAT II,,,NU Merit Marks,,NTS Admission Offer,,NU Admission Offer,,Admission,,,,,,,,,,,,,,,,,,,,,,,,,
L,CITY,STATUS_ID,STATUS,Ist,2nd,3rd,4th,Ist,2nd,3rd,4th,Board,Degree,Total,Obtained,Board,Degree,Total,Obtained,NTS_MARKS,NU_TEST_CENTER,BBA,BS,Total,Obtained,Total,Obtained,NTS Merit Marks,BBA/BS(AF),BS,Campus,Discipline,Campus,Discipline,Campus,Discipline,DEGREE_STATUS,,,,,,,,,,,,,,,,,,,,,,,
1900129,Lahore,9,Scheduled,LHR,,,,BS(CS),BBA,,,Cambridge,O-Level,900,608,,,,608,,LHR,51.750003,41.152774,,,,,,56.28,50.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900130,Karachi ,8,Fee Paid,KHI,,,,BS(SE),BS(CS),,,Agha Khan,SSC,1100,812,Agha Khan,HSSC-I,500,812,62,,,,,,,,70.6,,,KHI,BS(SE),,,KHI,BS(SE)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900131,Faisalabad,3,Preferences,CFD,,,,BS(CS),BS(SE),,,Faislabad,SSC,1100,688,Faislabad,HSSC (I+II),1100,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900133,Jhang,10,Admit Card Printed,ISB,,,,BS(EE),,,,Faislabad,SSC,1100,711,,,,711,,ISB,,43.33333,,,,,,,50.75,,,,,CFD,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900134,Karachi ,2,AcademicInfo,,,,,,,,,Karachi,SSC,850,646,Karachi,HSSC (I+II),1100,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900137,Faisalabad,10,Admit Card Printed,CFD,,,,BBA,,,,Faislabad,SSC,1100,814,,,,814,,CFD,48.83334,,,,,,,57.72,,,,FSD,BBA,,,,,,,,,,,,,,,,,,,,,,,,,,
1900138,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,698,,,,698,,LHR,,54.861108,,,,,,,62.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900139,Others,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900142,Okara,10,Admit Card Printed,LHR,,,,BS(CV),,,,Lahore,SSC,1050,865,Lahore,HSSC (I+II),1100,865,76,LHR,,47.083333,,,,,77.45,,63,LHR,BS(CV),,,LHR,BS(CV)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900143,Lahore,10,Admit Card Printed,LHR,,,,BS(EE),BS(CS),BS(CV),,Others,O-Level,900,756,,,,756,,LHR,,37.513888,,,,,,,56.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900145,Others,3,Preferences,ISB,,,,BS(CS),BS(AI),,,Agha Khan,SSC,1100,896,Agha Khan,HSSC-I,500,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900146,Rawalpindi,8,Fee Paid,ISB,,,,BS(AI),,,,Federal,SSC,1050,942,Federal,HSSC-I,510,942,76,,,,,,,,78.98,,,ISB,BS(AI),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900147,Abbottabad,10,Admit Card Printed,ISB,,,,BS(CS),,,,Abbotabad,SSC,1100,939,Abbotabad,HSSC-I,550,939,87,ISB,,64.694441,,,,,84.95,,73.8,ISB,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900148,Jacobabad,2,AcademicInfo,,,,,,,,,Larkana,SSC,850,577,,,,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900149,Faisalabad,8,Fee Paid,LHR,,,,BBA,BS(AF),,,Cambridge,O-Level,900,3.79,,,,3.79,,,,,2400,1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900151,Multan,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900153,Islamabad,10,Admit Card Printed,ISB,,,,BS(EE),,,,Cambridge,O-Level,32,31.3,,,,31.3,,ISB,,44.041667,,,,,,,66.04,,,ISB,BS(EE),ISB,BS(EE)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900154,Others,2,AcademicInfo,,,,,,,,,Hyderabad,SSC,850,629,Rawalpindi,HSSC (I+II),1100,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900155,Rawalpindi,3,Preferences,ISB,,,,BS(CS),,,,Rawalpindi,SSC,1100,907,,,,907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900156,Lahore,2,AcademicInfo,,,,,,,,,Lahore,SSC,1100,1069,,,,1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900157,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Cambridge,O-Level,900,619,,,,619,,KHI,,33.270832,,,,,,,47.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900158,Lahore,10,Admit Card Printed,LHR,,,,BS(CV),BS(CS),BS(EE),,Lahore,SSC,1100,1026,Lahore,HSSC-I,520,1026,,LHR,,37.083334,,,,,,,53.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900159,Attock,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900162,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,1052,Lahore,HSSC-I,510,1052,77,LHR,,53.951383,,,,,80.75,,69.23,LHR,BS(CS),,,LHR,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900163,Lahore,10,Admit Card Printed,CFD,PWR,,,BS(CS),,,,Lahore,SSC,1050,750,,,,750,,PWR,,24.888887,,,,,,,44.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900164,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,675,Cambridge,A-Level,1100,675,,LHR,,54.576387,,,,,,,63.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900167,Lahore,2,AcademicInfo,,,,,,,,,Lahore,SSC,1100,797,Lahore,HSSC (I+II),1100,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900168,Lahore,8,Fee Paid,PWR,,,,BS(CS),,,,Bahawalpur,SSC,1000,850,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900169,Islamabad,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900170,Attock,10,Admit Card Printed,ISB,,,,BS(CS),,,,Federal,SSC,1050,944,Federal,HSSC-I,510,944,,ISB,,68.590274,,,,,,,73.9,,,ISB,BS(CS),ISB,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900172,Sialkot,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900173,Lahore,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900174,Toba Tek Singh,5,Picture,ISB,,,,BS(CS),,,,Federal,SSC,1050,686,Federal,HSSC (I+II),1100,686,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900175,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,799,Lahore,HSSC-I,510,799,,LHR,,24.555555,,,,,,,39.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900176,Islamabad,2,AcademicInfo,,,,,,,,,Abbotabad,SSC,1100,886,Federal,HSSC (I+II),1100,886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900177,Rawalpindi,6,Declaration,ISB,,,,BBA,,,,Rawalpindi,SSC,1100,968,Federal,HSSC (I+II),1100,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900178,Multan,10,Admit Card Printed,ISB,,,,BS(CS),,,,Multan,SSC,1100,1049,Multan,HSSC-I,520,1049,,ISB,,37.986109,,,,,,,58.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900180,Lahore,2,AcademicInfo,,,,,,,,,Others,O-Level,900,759,,,,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900182,Lahore,4,TestType,LHR,,,,BS(CS),,,,Lahore,SSC,1100,845,Lahore,HSSC-I,510,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900184,Rawalpindi,10,Admit Card Printed,ISB,,,,BBA,BS(AF),,,Cambridge,O-Level,900,596,,,,596,,ISB,49.666671,,,,,,,54.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900185,Karachi ,2,AcademicInfo,,,,,,,,,Karachi,SSC,850,705,Karachi,HSSC (I+II),1100,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900188,Mardan,2,AcademicInfo,,,,,,,,,Federal,SSC,1050,998,Lahore,HSSC (I+II),1100,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900189,Attock,8,Fee Paid,PWR,,,,BS(CS),BS(SE),BS(EE),,Federal,SSC,1050,844,,,,844,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900190,Sahiwal,10,Admit Card Printed,LHR,,,,BS(CS),,,,Sahiwal,SSC,1100,985,Sahiwal,HSSC-I,520,985,61,LHR,,33.715277,,,,,68.48,,54.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900191,Mardan,10,Admit Card Printed,PWR,,,,BS(CS),,,,Federal,SSC,1050,630,,,,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900192,Faisalabad,7,Challan Printed,CFD,,,,BS(CS),,,,Faislabad,SSC,1100,797,Faislabad,HSSC-I,520,797,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900194,Islamabad,10,Admit Card Printed,ISB,,,,BS(CS),,,,Cambridge,O-Level,900,720,,,,720,,ISB,,38.201385,,,,,,,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900197,Islamabad,7,Challan Printed,ISB,,,,BS(CS),,,,Federal,SSC,1050,816,Federal,HSSC (I+II),1100,816,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900198,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BBA,BS(CV),,Cambridge,O-Level,900,686,,,,686,,LHR,59.166669,41.23611,,,,,,63.88,54.92,,,LHR,BBA,LHR,BBA       ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900199,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,686,,,,686,,LHR,,40.409722,,,,,,,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900205,Nawabshah,2,AcademicInfo,,,,,,,,,Hyderabad,SSC,850,664,Hyderabad,HSSC-I,550,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900208,Lakki Marwat ,10,Admit Card Printed,PWR,,,,BS(SE),,,,Peshawar,SSC,1100,893,Peshawar,HSSC-I,550,893,,PWR,,14.881943,,,,,,,35.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900210,Lahore,4,TestType,LHR,,,,BS(CS),,,,Lahore,SSC,1100,624,,,,624,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900211,Khanewal,10,Admit Card Printed,PWR,,,,BS(CS),BS(SE),,,Multan,SSC,1100,725,Lahore,HSSC-I,510,725,,LHR,,26.562496,,,,,,,51.61,,,PWR,BS(CS),PWR,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900212,Others,2,AcademicInfo,,,,,,,,,Federal,SSC,1050,915,Federal,HSSC (I+II),1100,915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900213,Others,2,AcademicInfo,,,,,,,,,Lahore,SSC,1100,851,Lahore,HSSC (I+II),1100,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900214,Others,10,Admit Card Printed,ISB,,,,BS(CS),BS(EE),,,Federal,SSC,1050,952,Federal,HSSC-I,520,952,,ISB,,36.972219,,,,,,,48.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900215,Gujrat,10,Admit Card Printed,ISB,,,,BS(CS),,,,Gujranwala,SSC,1100,1020,,,,1020,,LHR,,43.930552,,,,,,,63.69,,,ISB,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1900217,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),BS(DS),,,Federal,SSC,1050,803,Federal,HSSC-I,520,803,,ISB,,43.847219,,,,,,,51.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900219,Islamabad,10,Admit Card Printed,ISB,,,,BS(CS),,,,Federal,SSC,1050,767,,,,767,,ISB,,26.604168,,,,,,,46.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900220,Haripur,10,Admit Card Printed,LHR,ISB,,,BS(CS),,,,Abbotabad,SSC,1100,945,Abbotabad,HSSC (I+II),1100,945,72,LHR,,29.916663,,,,,76.95,,55.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900223,Others,10,Admit Card Printed,PWR,,,,BS(EE),,,,Mirpur,SSC,1100,833,Mirpur,HSSC (I+II),1100,833,,PWR,,31.236111,,,,,,,52.07,,,PWR,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1900224,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(EE),BS(CS),,,Federal,SSC,1050,979,,,,979,,ISB,,50.361108,,,,,,,67.14,,,ISB,BS(EE),ISB,BS(EE)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900226,Peshawar,10,Admit Card Printed,PWR,,,,BS(CS),BS(SE),,,Peshawar,SSC,1100,918,Peshawar,HSSC (I+II),1100,918,58,PWR,,21.715276,,,,,57.18,,39.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900227,Lahore,2,AcademicInfo,,,,,,,,,Gujranwala,SSC,1050,668,Lahore,HSSC (I+II),1100,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900228,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),BS(CV),,Cambridge,O-Level,900,754,,,,754,,LHR,,57.861108,,,,,,,66.63,,,LHR,BS(CS),LHR,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900230,Lahore,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900231,Rawalpindi,8,Fee Paid,PWR,,,,BS(EE),,,,Federal,SSC,1050,711,Sahiwal,HSSC (I+II),1100,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900232,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),,,,Cambridge,O-Level,900,743,,,,743,,ISB,,39.416667,,,,,,,56.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900233,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Federal,SSC,1050,842,Federal,HSSC-I,520,842,,LHR,,35.097217,,,,,,,50.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900235,Lahore,10,Admit Card Printed,LHR,,,,BBA,BS(CS),,,Cambridge,O-Level,900,563,Lahore,HSSC-I,510,563,,LHR,41.708337,32.173608,,,,,,57.52,52.75,,,,,LHR,BS(AF)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900236,Sanghar,2,AcademicInfo,,,,,,,,,Mirpur Khas,SSC,850,684,Hyderabad,HSSC-I,550,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900237,Faisalabad,2,AcademicInfo,,,,,,,,,Faislabad,SSC,1100,704,Faislabad,HSSC (I+II),1100,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900242,D.I.Khan,9,Scheduled,ISB,,,,BBA,BS(AF),,,Others,SSC,1100,880,Others,HSSC (I+II),1100,880,,ISB,23.208341,,,,,,,51.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900243,Sahiwal,9,Scheduled,LHR,,,,BS(AF),,,,Federal,O-Level,900,771,,,,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900244,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),,,Cambridge,O-Level,900,686,,,,686,67,LHR,,55.666666,,,,,67.8,,62.13,,,LHR,BS(EE),LHR,BBA       ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900244,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),,,Cambridge,O-Level,900,686,,,,686,67,LHR,,55.666666,,,,,67.8,,62.13,,,LHR,BS(EE),LHR,BS(EE)    ,Cancelled,,,,,,,,,,,,,,,,,,,,,,,
1900245,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(AF),BBA,,Lahore,SSC,1100,772,Lahore,HSSC (I+II),1100,772,69,LHR,51.708335,36.326389,,,,,65.36,56.72,49.03,,,LHR,BS(AF),,,,,,,,,,,,,,,,,,,,,,,,,,
1900247,Sialkot,2,AcademicInfo,,,,,,,,,Gujranwala,SSC,1100,877,,,,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900248,Multan,10,Admit Card Printed,ISB,,,,BBA,,,,Cambridge,O-Level,900,782,Cambridge,A-Level,1100,782,,ISB,55.291672,,,,,,,67.65,,,,ISB,BBA,ISB,BBA       ,Cancelled,,,,,,,,,,,,,,,,,,,,,,,
1900249,Sargodha,2,AcademicInfo,,,,,,,,,Sargodha,SSC,1100,660,Punjab Technical,Diploma,,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900250,Toba Tek Singh,5,Picture,LHR,,,,BS(CS),,,,Faislabad,SSC,1100,824,Faislabad,HSSC-I,520,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900251,Lahore,10,Admit Card Printed,ISB,,,,BS(AI),BS(DS),BS(CSDF),BS(EE),Lahore,SSC,1050,741,Lahore,HSSC (I+II),1100,741,,LHR,,43.888886,,,,,,,53.58,,,,,CFD,BS(SE)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900253,Multan,10,Admit Card Printed,LHR,,,,BS(CV),BS(EE),BS(CS),,Multan,SSC,1100,988,Multan,HSSC-I,520,988,79,,,,,,,,77,,,LHR,BS(CV),,,LHR,BS(CV)    ,Cancelled,,,,,,,,,,,,,,,,,,,,,,,
1900253,Multan,10,Admit Card Printed,LHR,,,,BS(CV),BS(EE),BS(CS),,Multan,SSC,1100,988,Multan,HSSC-I,520,988,79,,,,,,,,77,,,LHR,BS(CV),,,LHR,BS(EE)    ,Cancelled,,,,,,,,,,,,,,,,,,,,,,,
1900254,Bahawalpur,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900257,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,698,,,,698,,LHR,,64.770833,,,,,,,67.29,,,LHR,BS(CS),LHR,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900258,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,714,Cambridge,A-Level,1100,714,,LHR,,59.118053,,,,,,,68.2,,,LHR,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1900259,Lahore,9,Scheduled,LHR,CFD,,,BS(EE),,,,Federal,SSC,1050,897,Federal,HSSC (I+II),1100,897,69,,,,,,,,70.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900260,Faisalabad,10,Admit Card Printed,CFD,,,,BS(CS),,,,Faislabad,SSC,1100,954,Faislabad,HSSC-I,510,954,,CFD,,39.194444,,,,,,,54.21,,,FSD,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1900262,Lahore,2,AcademicInfo,,,,,,,,,Karachi,SSC,850,639,,,,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900263,Haripur,10,Admit Card Printed,ISB,,,,BS(AF),,,,Cambridge,O-Level,900,686,,,,686,,ISB,41.041672,,,,,,,54.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900264,Jhelum,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,821,Lahore,HSSC-I,520,821,,LHR,,54.652779,,,,,,,61.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900265,Toba Tek Singh,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900266,Rahim Yar Khan,10,Admit Card Printed,CFD,,,,BS(CS),,,,Multan,SSC,1100,906,Multan,HSSC-I,510,906,73,ISB,,30.027776,,,,,71.01,,49.52,FSD,BS(CS),,,CFD,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900267,Lahore,6,Declaration,LHR,,,,BS(CV),,,,Federal,SSC,1050,666,Federal,Diploma,,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900268,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,782,,,,782,,LHR,,45.520833,,,,,,,61.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900269,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,675,Cambridge,A-Level,1100,675,,LHR,,25.361107,,,,,,,54.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900272,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),,,,Rawalpindi,SSC,1100,868,,,,868,,ISB,,39.909719,,,,,,,55.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900274,Peshawar,10,Admit Card Printed,PWR,,,,BS(SE),BS(EE),,,Peshawar,SSC,1100,996,Peshawar,HSSC-I,550,996,,PWR,,39.472221,,,,,,,59.01,,,PWR,BS(SE),,,,,,,,,,,,,,,,,,,,,,,,,,
1900275,Bhakkar,10,Admit Card Printed,PWR,,,,BS(EE),BS(CS),,,Sargodha,SSC,1100,1018,Sargodha,HSSC (I+II),1100,1018,78,PWR,,62.791663,,,,,82.73,,75.12,PWR,BS(EE),,,PWR,BS(EE)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900276,Faisalabad,10,Admit Card Printed,ISB,,,,BS(CS),BS(AI),,,Rawalpindi,SSC,1100,932,Rawalpindi,HSSC (I+II),1100,932,78,ISB,,44.361108,,,,,76.64,,59.82,,,ISB,BS(AI),,,,,,,,,,,,,,,,,,,,,,,,,,
1900278,Others,4,TestType,ISB,,,,BS(CS),,,,Federal,SSC,1050,992,Federal,HSSC (I+II),1100,992,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900279,Peshawar,8,Fee Paid,PWR,,,,BS(SE),BS(EE),BS(CS),,Peshawar,SSC,1100,848,Peshawar,HSSC-I,550,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900280,Karachi ,10,Admit Card Printed,KHI,,,,BS(SE),BS(EE),,,Cambridge,O-Level,900,692,,,,692,,KHI,,45.01389,,,,,,,57.11,,,KHI,BS(SE),KHI,BS(SE)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900281,Peshawar,10,Admit Card Printed,PWR,,,,BS(EE),BS(CS),BS(SE),,Peshawar,SSC,1100,880,Peshawar,HSSC-I,550,880,,PWR,,11.305556,,,,,,,39.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900282,Lahore,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900283,Bahawalpur,10,Admit Card Printed,ISB,LHR,,,BS(CS),,,,Bahawalpur,SSC,1100,981,Bahawalpur,HSSC (I+II),1100,981,,ISB,,48.972218,,,,,,,65.85,,,ISB,BS(CS),ISB,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900284,Peshawar,8,Fee Paid,PWR,,,,BS(SE),BS(EE),BS(CS),,Peshawar,SSC,1100,866,Peshawar,HSSC-I,550,866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900285,Peshawar,8,Fee Paid,PWR,,,,BS(EE),BS(SE),BS(CS),,Peshawar,SSC,1100,874,Peshawar,HSSC-I,550,874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900287,Lahore,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900288,Gujrat,8,Fee Paid,PWR,,,,BS(EE),,,,Cambridge,O-Level,900,720,,,,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900289,Islamabad,6,Declaration,ISB,,,,BS(AF),BS(CSDF),BS(DS),,Cambridge,O-Level,900,720,,,,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900290,Faisalabad,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900291,South Waziristan,10,Admit Card Printed,PWR,,,,BS(EE),,,,Others,SSC,1100,984,Abbotabad,HSSC-I,550,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900292,Barkhan,8,Fee Paid,PWR,,,,BS(EE),,,,Federal,SSC,1050,770,Federal,HSSC (I+II),1100,770,73,,,,,,,,69.86,,,PWR,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900293,Lahore,4,TestType,LHR,,,,BS(CS),BS(AF),,,Cambridge,O-Level,900,641,,,,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900294,Karachi ,7,Challan Printed,KHI,,,,BS(CS),,,,Agha Khan,SSC,1100,862,Agha Khan,HSSC-I,500,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900295,Lahore,2,AcademicInfo,,,,,,,,,Others,SSC,850,3.41,Others,Diploma,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900298,Lahore,8,Fee Paid,LHR,,,,BS(CS),,,,Gujranwala,SSC,1100,1046,Lahore,HSSC-I,520,1046,92,,,,,,,,85.42,,,LHR,BS(CS),,,LHR,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1900299,Gujrat,8,Fee Paid,PWR,,,,BS(CS),,,,Gujranwala,SSC,1100,777,,,,777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
